Sentence #,Word,POS,Tag
,took,VBD,O
,a,DT,O
,look,NN,O
,at,IN,O
,Trickbot,NNP,B-MAL
,,NNP,O
,s,NN,O
,code,NN,O
,",",",",O
,the,DT,O
,similarities,NNS,O
,to,TO,O
,Dyre,NNP,B-MAL
,were,VBD,O
,uncanny,JJ,O
,.,.,O
Sentence: 1595,Web,NNP,B-CAP
,injects,NNS,I-CAP
,(,(,O
,also,RB,O
,called,VBN,O
,man-in-the-browser,NN,I-CAP
,attacks,NNS,O
,),),O
,are,VBP,O
,thus,RB,O
,a,DT,O
,beloved,JJ,O
,technical,JJ,O
,means,NNS,O
,for,IN,O
,fraudsters,NNS,O
,to,TO,O
,set,VB,O
,up,RP,O
,their,PRP$,O
, ,JJ,O
,social,JJ,B-DVEC
,engineering,NN,I-DVEC
, ,JJ,O
,schemes,NNS,O
,or,CC,O
,to,TO,O
,automatically,RB,O
,alter,VB,O
,money,NN,O
,transactions,NNS,O
,inserted,VBN,O
,by,IN,O
,their,PRP$,O
,victims,NNS,O
,.,.,O
Sentence: 1596,TrickBot,JJ,B-MAL
,uses,VBZ,O
,two,CD,O
,types,NNS,O
,of,IN,O
,web,NN,O
,injects,NNS,O
,:,:,O
,,NN,O
,web,NN,O
,fakes,NNS,O
,,VBP,O
,and,CC,O
,,VBP,O
,server,JJ,O
,side,NN,O
,injections,NNS,O
,,VBP,O
,",",",",O
,interestingly,RB,O
,enough,IN,O
,these,DT,O
,are,VBP,O
,the,DT,O
, ,JJ,O
,same,JJ,O
,types,NNS,O
,of,IN,O
,web,NN,B-CAP
,injects,NNS,I-CAP
,which,WDT,O
,Dyre,NNP,O
,used,VBD,O
,.,.,O
Sentence: 1597,TrickBot,NNP,B-MAL
,defines,NNS,O
,and,CC,O
,stores,NNS,O
,its,PRP$,O
,web,NN,B-CAP
,injects,NNS,I-CAP
,in,IN,O
,an,DT,O
, ,JJ,O
,XML-like,JJ,O
,tree,NN,O
,structure,NN,O
,.,.,O
Sentence: 1598,Each,DT,O
,entry,NN,O
,in,IN,O
,the,DT,O
,configuration,NN,O
,list,NN,O
,defines,VBZ,O
,a,DT,O
,targeted,JJ,O
,(,(,O
,banking,VBG,O
,),),O
,website,NN,O
,",",",",O
,the,DT,O
,web,NN,B-CAP
,inject,NN,I-CAP
,type,NN,O
,and,CC,O
,an,DT,O
,IP,NNP,O
,address,NN,O
,of,IN,O
,a,DT,O
,server,NN,O
,hosting,VBG,O
,the,DT,O
,web,NN,O
,inject,NN,O
,.,.,O
Sentence: 1599,On,IN,O
,image,NN,O
,one,CD,O
,a,DT,O
,piece,NN,O
,of,IN,O
,the,DT,O
,configuration,NN,O
,list,NN,O
,can,MD,O
,be,VB,O
,seen,VBN,O
,.,.,O
Sentence: 1600,This,DT,O
,configuration,NN,O
,list,NN,O
,was,VBD,O
,found,VBN,O
,in,IN,O
,the,DT,O
,memory,NN,O
,of,IN,O
,the,DT,O
,TrickBot,NNP,B-MAL
,process,NN,O
,",",",",O
,(,(,O
,which,WDT,O
,was,VBD,O
,hiding,VBG,O
,under,IN,O
,,NNP,O
,svchost,VBD,O
,,JJ,O
,by,IN,O
,making,VBG,O
,use,NN,O
,of,IN,O
,the,DT,O
, ,NNP,O
,process,NN,O
,hollowing,VBG,O
,technique,NN,O
,),),O
,.,.,O
Sentence: 1601,In,IN,O
,the,DT,O
,remainder,NN,O
,of,IN,O
,this,DT,O
,blog,NN,O
,I,PRP,O
,will,MD,O
,discuss,VB,O
,the,DT,O
,two,CD,O
,web,NN,O
,inject,NN,O
,types,NNS,O
,used,VBN,O
,by,IN,O
,TrickBot,NNP,B-MAL
,.,.,O
Sentence: 1602,For,IN,O
,each,DT,O
,web,NN,O
,inject,NN,O
,type,NN,O
,",",",",O
, ,NN,O
,I,PRP,O
,will,MD,O
, ,VB,O
,also,RB,O
, ,NNP,O
,discuss,VB,O
,some,DT,O
,possible,JJ,O
,server-side,JJ,O
,defensive,NN,O
,measures,NNS,O
,that,IN,O
,banks,NNS,O
,may,MD,O
,implement,VB,O
,in,IN,O
,order,NN,O
,to,TO,O
,detect,VB,O
,customers,NNS,O
,infected,VBN,O
,with,IN,O
,TrickBot,NNP,B-MAL
,.,.,O
, ,NN,O
Sentence: 1603,TrickBot,NNP,B-MAL
,,NNP,O
,s,VBD,O
, ,NNP,O
,web,NNS,O
,fake,VBP,O
, ,NN,O
,is,VBZ,O
,a,DT,O
,web,JJ,B-CAP
,injection,NN,I-CAP
,technique,NN,O
,which,WDT,O
,redirects,VBZ,O
,a,DT,O
,victim,NN,O
,to,TO,O
,a,DT,O
,malicious,JJ,O
,server,NN,O
,when,WRB,O
,he,PRP,O
,browses,VBZ,O
,to,TO,O
,an,DT,O
,online,NN,O
,banking,NN,O
,platform,NN,O
,.,.,O
Sentence: 1604,The,DT,O
,malicious,JJ,O
,server,NN,O
,hosts,VBZ,O
,a,DT,O
,replica,NN,O
,of,IN,O
,a,DT,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,login,NN,O
,and,CC,O
,post,NN,O
,login,NN,O
,web,NN,O
,pages,NNS,O
,",",",",O
,effectively,RB,O
,moving,VBG,O
,infected,VBN,O
,victims,NNS,O
,away,RB,O
,from,IN,O
,the,DT,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,genuine,JJ,O
,website,NN,O
,.,.,O
, ,NN,O
Sentence: 1605,Threat,NN,O
,researcher,NN,O
,Jason,NNP,O
,Reaves,NNP,O
,said,VBD,O
,",",",",O
,,NN,O
,From,IN,O
,first,JJ,O
,glance,NN,O
,at,IN,O
,the,DT,O
,loader,NN,O
,",",",",O
,called,VBN,O
,TrickLoader,NN,O
,",",",",O
,there,EX,O
,are,VBP,O
,some,DT,O
,striking,JJ,O
,similarities,NNS,O
,between,IN,O
,it,PRP,O
,and,CC,O
,the,DT,O
,loader,NN,O
,that,WDT,O
,Dyre,NNP,O
,commonly,RB,O
,used,VBD,O
,.,.,O
Sentence: 1606,Web,NNP,O
,fakes,NNS,O
,are,VBP,O
,defined,VBN,O
,with,IN,O
, ,NNP,O
,sinjtags,NNS,O
,in,IN,O
,TrickBot,NNP,B-MAL
,,NNP,O
,s,VBD,O
,web,JJ,B-CAP
,injection,NN,I-CAP
,configuration,NN,O
,list,NN,O
,(,(,O
,image,NN,O
,one,CD,O
,),),O
,.,.,O
Sentence: 1607,When,WRB,O
,a,DT,O
,victim,NN,O
,logs,NN,O
,in,IN,O
,on,IN,O
,the,DT,O
,replicated,JJ,O
,banking,NN,O
,website,NN,O
,",",",",O
,he,PRP,O
,usually,RB,O
,sees,VBZ,O
,a,DT,O
,,JJ,O
,please,NN,O
,wait,NN,O
,,NNP,O
,message,NN,O
,appearing,VBG,O
,.,.,O
Sentence: 1608,Simultaneously,RB,O
,with,IN,O
,the,DT,O
,,JJ,O
,please,NN,O
,wait,NN,O
,,NNP,O
,message,NN,O
,",",",",O
,the,DT,O
,credentials,NNS,O
,inserted,VBN,O
,on,IN,O
,the,DT,O
,replica,NN,O
,website,NN,O
,are,VBP,O
,sent,VBN,O
,to,TO,O
,the,DT,O
,attackers,NNS,O
,(,(,O
,image,NN,O
,two,CD,O
,),),O
,.,.,O
Sentence: 1609,Sending,VBG,O
,the,DT,O
,login,NN,O
,credentials,NNS,O
,triggers,VBZ,O
,an,DT,O
,alert,NN,O
,at,IN,O
,the,DT,O
,fraudster,NN,O
,,NNP,O
,s,NN,O
,(,(,O
,operator,JJ,O
,,NNP,O
,s,NN,O
,),),O
,side,NN,O
,",",",",O
,allowing,VBG,O
,the,DT,O
,fraudsters,NNS,O
,to,TO,O
,take,VB,O
,the,DT,O
,opportunity,NN,O
,to,TO,O
,use,VB,O
,these,DT,O
,credentials,NNS,O
,to,TO,O
,start,VB,O
,a,DT,O
,banking,NN,O
,session,NN,O
,on,IN,O
,the,DT,O
,real,JJ,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,login,JJ,O
,page,NN,O
,.,.,O
Sentence: 1610,While,IN,O
,the,DT,O
,victim,NN,O
,is,VBZ,O
,patiently,RB,O
,waiting,VBG,O
,",",",",O
,the,DT,O
,operators,NNS,O
,explore,VBP,O
,the,DT,O
,victims,NNS,O
,,VBP,O
,accounts,NNS,O
,and,CC,O
,transaction,NN,O
,limits,NNS,O
,in,IN,O
,their,PRP$,O
,newly,RB,O
,started,VBN,O
,banking,NN,O
,session,NN,O
,.,.,O
Sentence: 1611,At,IN,O
,this,DT,O
,point,NN,O
,",",",",O
,the,DT,O
,unusual,JJ,O
,long,RB,O
,waiting,VBG,O
,time,NN,O
,may,MD,O
,be,VB,O
,the,DT,O
,only,JJ,O
,suspicious,JJ,O
,indicator,NN,O
,for,IN,O
,the,DT,O
,victim,NN,O
,that,IN,O
,something,NN,O
,is,VBZ,O
,off,RB,O
,.,.,O
Sentence: 1612,The,DT,O
,redirection,NN,O
,to,TO,O
,the,DT,O
,banks,NNS,O
,replica,VBP,O
,website,RB,O
,does,VBZ,O
,not,RB,O
,leave,VB,O
,any,DT,O
,other,JJ,O
,visual,JJ,O
,traces,NNS,O
,:,:,O
,the,DT,O
,browser,NN,O
,,NNP,O
,s,NN,O
,URL,NNP,O
,bar,NN,O
,still,RB,O
,contains,VBZ,O
,the,DT,O
,domain,NN,O
,name,NN,O
,of,IN,O
,the,DT,O
,legitimate,JJ,O
,banking,NN,O
,website,NN,O
,.,.,O
Sentence: 1613,Even,RB,O
,if,IN,O
,the,DT,O
,victim,NN,O
,would,MD,O
,inspect,VB,O
,the,DT,O
,SSL,NNP,O
,certificate,NN,O
,in,IN,O
,the,DT,O
,URL,NNP,O
,bar,NN,O
,",",",",O
,he,PRP,O
,would,MD,O
,see,VB,O
,the,DT,O
,certificate,NN,O
,of,IN,O
,the,DT,O
,real,JJ,O
,banking,NN,O
,website,NN,O
,.,.,O
Sentence: 1614,When,WRB,O
,the,DT,O
,fraudsters,NNS,O
,want,VBP,O
,to,TO,O
,exfiltrate,VB,O
,money,NN,O
,from,IN,O
,the,DT,O
,victim,NN,O
,,NNP,O
,s,VBD,O
,bank,NN,O
,account,NN,O
,to,TO,O
,a,DT,O
, ,JJ,O
,money,NN,O
,muleaccount,NN,O
,",",",",O
,they,PRP,O
,usually,RB,O
,are,VBP,O
,faced,VBN,O
,with,IN,O
,additional,JJ,O
,security,NN,O
,questions,NNS,O
,in,IN,O
,the,DT,O
,banking,NN,O
,session,NN,O
,.,.,O
Sentence: 1615,Via,VB,O
,a,DT,O
,control,NN,O
,panel,NN,O
,with,IN,O
,predefined,JJ,O
,templates,NNS,O
,",",",",O
,the,DT,O
,fraudsters,NNS,O
,can,MD,O
,interact,VB,O
,with,IN,O
,their,PRP$,O
,victims,NNS,O
,who,WP,O
,are,VBP,O
,at,IN,O
,that,DT,O
,point,NN,O
,still,RB,O
,seeing,VBG,O
,a,DT,O
,,JJ,O
,please,NN,O
,wait,NN,O
,,NNP,O
,message,NN,O
,.,.,O
Sentence: 1616,It,PRP,O
,isn,VBZ,O
,,JJ,O
,t,NN,O
,until,IN,O
,you,PRP,O
,decode,VBP,O
,out,RP,O
,the,DT,O
,bot,NN,O
,",",",",O
,however,RB,O
,",",",",O
,that,IN,O
,the,DT,O
,similarities,NNS,O
,become,VBP,O
,staggering,JJ,O
,.,.,O
,,NN,O
Sentence: 1617,On,IN,O
,the,DT,O
,command,NN,O
,of,IN,O
,the,DT,O
,fraudsters,NNS,O
,",",",",O
,the,DT,O
,waiting,VBG,O
,message,NN,O
,is,VBZ,O
,replaced,VBN,O
,with,IN,O
,additional,JJ,O
,fake,NN,O
,pages,NNS,O
,asking,VBG,O
,for,IN,O
,information,NN,O
,needed,VBN,O
,by,IN,O
,the,DT,O
,fraudsters,NNS,O
,to,TO,O
,perform,VB,O
,the,DT,O
,wire,NN,O
,fraud,NN,O
,.,.,O
Sentence: 1618,These,DT,O
,information,NN,O
,requests,NNS,O
,are,VBP,O
,ingeniously,RB,O
,crafted,VBN,O
,",",",",O
,which,WDT,O
,unfortunately,RB,O
,leads,VBZ,O
,to,TO,O
,some,DT,O
,victims,NNS,O
,answering,VBG,O
,them,PRP,O
,.,.,O
Sentence: 1619,These,DT,O
,answers,NNS,O
,often,RB,O
,contain,VBP,O
,signature,JJ,O
,tokens,NNS,O
,",",",",O
,providing,VBG,O
,the,DT,O
,operators,NNS,O
,with,IN,O
,the,DT,O
,last,JJ,O
,piece,NN,O
,of,IN,O
,information,NN,O
,required,VBN,O
,to,TO,O
,loot,VB,O
,their,PRP$,O
,victims,NNS,O
,account,VBP,O
,.,.,O
Sentence: 1620,Web,NNP,O
,fakes,NNS,O
,",",",",O
,also,RB,O
,known,VBN,O
,as,IN,O
,redirection,NN,O
,attacks,NNS,O
,",",",",O
,are,VBP,O
,hard,JJ,O
,to,TO,O
,detect,VB,O
,from,IN,O
,a,DT,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,server,JJ,O
,side,RB,O
,perspective,NN,O
,.,.,O
Sentence: 1621,The,DT,O
,only,JJ,O
,connection,NN,O
,that,WDT,O
,is,VBZ,O
,made,VBN,O
,to,TO,O
,the,DT,O
,legitimate,JJ,O
,bank,NN,O
,server,NN,O
,",",",",O
,is,VBZ,O
,a,DT,O
,connection,NN,O
,made,VBN,O
,in,IN,O
,the,DT,O
,background,NN,O
,by,IN,O
,the,DT,O
,trojan,NN,O
,itself,PRP,O
,(,(,O
,remember,VB,O
,",",",",O
,the,DT,O
,connection,NN,O
,initiated,VBN,O
,by,IN,O
,the,DT,O
,victim,NN,O
,is,VBZ,O
,redirected,VBN,O
,to,TO,O
,the,DT,O
,malicious,JJ,O
,server,NN,O
,),),O
,.,.,O
Sentence: 1622,The,DT,O
,connection,NN,O
,to,TO,O
,the,DT,O
,legitimate,JJ,O
,bank,NN,O
,server,NN,O
,gets,VBZ,O
,created,VBN,O
,the,DT,O
,moment,NN,O
,the,DT,O
,victim,NN,O
,browses,VBZ,O
,to,TO,O
,the,DT,O
,online,NN,O
,banking,NN,O
,platform,NN,O
,.,.,O
Sentence: 1623,This,DT,O
,legitimate,JJ,O
,(,(,O
,SSL,NNP,O
,),),O
,connection,NN,O
,is,VBZ,O
,used,VBN,O
,to,TO,O
,display,VB,O
,a,DT,O
,,JJ,O
,secure,NN,O
,connection,NN,O
,,NNP,O
,(,(,O
,lock,NN,O
,),),O
,icon,NN,O
,in,IN,O
,the,DT,O
,browser,NN,O
,,NNP,O
,s,NN,O
,URL,NNP,O
,bar,NN,O
,as,RB,O
,well,RB,O
,as,IN,O
,to,TO,O
,show,VB,O
,the,DT,O
,legitimate,JJ,O
,banking,NN,O
,website,NN,O
,,NNP,O
,s,NN,O
,SSL,NNP,O
,certificate,NN,O
,.,.,O
, ,NN,O
Sentence: 1624,The,DT,O
,initial,JJ,O
,SSL,NNP,O
,connection,NN,O
,generated,VBN,O
,by,IN,O
,TrickBot,NNP,O
,in,IN,O
,its,PRP$,O
,redirection,NN,O
,attacks,NNS,O
, ,VBP,O
,may,MD,O
, ,VB,O
,be,VB,O
,detected,VBN,O
,in,IN,O
,the,DT,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,server,JJ,O
,loggings,NNS,O
,.,.,O
Sentence: 1625,When,WRB,O
,a,DT,O
,customer,NN,O
,normally,RB,O
,browses,VBZ,O
,to,TO,O
,the,DT,O
,the,DT,O
,online,NN,O
,banking,NN,O
,platform,NN,O
,",",",",O
,a,DT,O
,welcome,JJ,O
,/,NN,O
,login,NN,O
,portal,JJ,O
,page,NN,O
,is,VBZ,O
,loaded,VBN,O
,",",",",O
,including,VBG,O
,all,PDT,O
,the,DT,O
,resources,NNS,O
,(,(,O
,such,JJ,O
,as,IN,O
,images,NNS,O
,",",",",O
,external,JJ,O
,scripts,NNS,O
,",",",",O
,,NNP,O
,),),O
,on,IN,O
,that,DT,O
,webpage,NN,O
,.,.,O
Sentence: 1626,Every,DT,O
,request,NN,O
,to,TO,O
,those,DT,O
,resources,NNS,O
,generates,VBZ,O
,an,DT,O
,entry,NN,O
,in,IN,O
,the,DT,O
,server,NN,O
,,NNP,O
,s,NN,O
,logging,NN,O
,.,.,O
Sentence: 1627,A,DT,O
,loader,NN,O
,is,VBZ,O
,exactly,RB,O
,what,WP,O
,it,PRP,O
,sounds,VBZ,O
,likea,JJ,O
,computer,NN,O
,program,NN,O
,designed,VBN,O
,to,TO,O
,load,VB,O
,other,JJ,O
,computer,NN,O
,programs,NNS,O
,.,.,O
Sentence: 1628,However,RB,O
,",",",",O
,TrickBot,NNP,O
,,NNP,O
,s,NN,O
,SSL,NNP,O
,connection,NN,O
,does,VBZ,O
,not,RB,O
,seem,VB,O
,to,TO,O
,load,VB,O
,all,PDT,O
,these,DT,O
,resources,NNS,O
,(,(,O
,image,NN,O
,two,CD,O
,",",",",O
,video,FW,O
,one,CD,O
,),),O
,.,.,O
, ,NN,O
Sentence: 1629,This,DT,O
,lack,NN,O
,of,IN,O
,resource,NN,O
,loading,VBG,O
,anomaly,NN,O
,may,MD,O
,be,VB,O
,a,DT,O
,good,JJ,O
,use,NN,O
,case,NN,O
,to,TO,O
,detect,VB,O
,customers,NNS,O
,infected,VBN,O
,by,IN,O
,TrickBot,NNP,O
,.,.,O
Sentence: 1630,TrickBot,NNP,O
,,NNP,O
,s,VBD,O
, ,NNP,O
,server,JJ,O
,side,NN,O
,injection,NN,O
,is,VBZ,O
,a,DT,O
,web,JJ,O
,injection,NN,O
,technique,NN,O
,which,WDT,O
,inserts,VBZ,O
,(,(,O
,injects,NNS,O
,),),O
,additional,JJ,O
,client-side,JJ,O
,code,NN,O
,(,(,O
,e.g,NN,O
,.,.,O
Sentence: 1631,HTML,NNP,O
,",",",",O
,JavaScript,NNP,O
,),),O
,in,IN,O
,the,DT,O
,rendered,VBN,O
,targeted,VBD,O
,web,JJ,O
,page,NN,O
,.,.,O
, ,NN,O
Sentence: 1632,Server,NNP,O
,side,NN,O
,injections,NNS,O
,are,VBP,O
,defined,VBN,O
,with,IN,O
, ,NNP,O
,dinj,NN,O
, ,NN,O
,tags,NNS,O
,in,IN,O
,TrickBot,NNP,O
,,NNP,O
,s,VBD,O
,web,JJ,O
,injection,NN,O
,configuration,NN,O
,list,NN,O
,(,(,O
,image,NN,O
,one,CD,O
,),),O
,.,.,O
Sentence: 1633,When,WRB,O
,a,DT,O
,victim,NN,O
,browses,VBZ,O
,to,TO,O
,a,DT,O
,targeted,VBN,O
,website,NN,O
,(,(,O
,i.e,NN,O
,.,.,O
,a,DT,O
,banking,NN,O
,website,NN,O
,),),O
,",",",",O
,the,DT,O
,bank,NN,O
,,NNP,O
,s,VBZ,O
,server,JJ,O
,response,NN,O
,is,VBZ,O
,intercepted,VBN,O
,by,IN,O
,TrickBot,NNP,O
,before,IN,O
,it,PRP,O
,is,VBZ,O
,rendered,VBN,O
,in,IN,O
,the,DT,O
,browser,NN,O
,(,(,O
,image,NN,O
,three,CD,O
,),),O
,.,.,O
Sentence: 1634,The,DT,O
,bank,NN,O
,,NNP,O
,s,JJ,O
,response,NN,O
,is,VBZ,O
,then,RB,O
,sent,VBN,O
,to,TO,O
,the,DT,O
,attacker,NN,O
,,NNP,O
,s,NN,O
,server,NN,O
,(,(,O
,image,NN,O
,four,CD,O
,),),O
,.,.,O
Sentence: 1635,The,DT,O
,attacker,NN,O
,,NNP,O
,s,NN,O
,server,NN,O
,will,MD,O
,inject,VB,O
,additional,JJ,O
,code,NN,O
,in,IN,O
,the,DT,O
,webpage,NN,O
,(,(,O
,hence,VB,O
,the,DT,O
,name,NN,O
,server,JJ,O
,side,NN,O
,injection,NN,O
,),),O
,and,CC,O
,will,MD,O
,send,VB,O
,the,DT,O
,result,NN,O
,back,RB,O
,to,TO,O
,the,DT,O
,victim,NN,O
,.,.,O
Sentence: 1636,At,IN,O
,first,JJ,O
,sight,NN,O
,",",",",O
,it,PRP,O
,may,MD,O
,seem,VB,O
,that,IN,O
,the,DT,O
,tactic,NN,O
,of,IN,O
,sending,VBG,O
,the,DT,O
,entire,JJ,O
,page,NN,O
,to,TO,O
,the,DT,O
,attacker,NN,O
,,NNP,O
,s,NN,O
,server,NN,O
,(,(,O
,just,RB,O
,so,RB,O
,that,IN,O
,the,DT,O
,server,NN,O
,can,MD,O
,inject,VB,O
,its,PRP$,O
,malicious,JJ,O
,code,NN,O
,into,IN,O
,it,PRP,O
,),),O
,",",",",O
,causes,VBZ,O
,a,DT,O
,lot,NN,O
,of,IN,O
,unnecessary,JJ,O
,overhead,NN,O
,.,.,O
Sentence: 1637,This,DT,O
,is,VBZ,O
,contrary,JJ,O
,to,TO,O
,other,JJ,O
,",",",",O
,older,JJR,O
,",",",",O
,banking,VBG,O
,trojans,NNS,O
,such,JJ,O
,as,IN,O
,Zeus,NNP,O
,and,CC,O
,SpyEye,NNP,O
,which,WDT,O
,performed,VBD,O
,a,DT,O
, ,JJ,O
,client,NN,O
,side,NN,O
, ,NNP,O
,web,NN,O
,injection,NN,O
,",",",",O
,effectively,RB,O
,reducing,VBG,O
,the,DT,O
,amount,NN,O
,of,IN,O
,bandwidth,NN,O
,and,CC,O
,processing,VBG,O
,power,NN,O
,needed,VBN,O
,by,IN,O
,the,DT,O
,attacker,NN,O
,,NNP,O
,s,NN,O
,server,NN,O
,.,.,O
Sentence: 1638,In,IN,O
,this,DT,O
,case,NN,O
,",",",",O
,TrickLoader,NNP,O
,is,VBZ,O
,designed,VBN,O
,to,TO,O
,load,VB,O
,the,DT,O
,TrickBot,NNP,B-MAL
,malware,NN,O
,onto,IN,O
,its,PRP$,O
,targets,NNS,O
,,VBP,O
,machine,NN,O
,.,.,O
Sentence: 1639,The,DT,O
,older,JJR,O
,banking,NN,O
,trojans,NNS,O
,received,VBD,O
,the,DT,O
,to,TO,O
,be,VB,O
,injected,VBN,O
,code,NN,O
,as,IN,O
,part,NN,O
,of,IN,O
,their,PRP$,O
,configuration,NN,O
,",",",",O
,famously,RB,O
,defined,VBN,O
,by,IN,O
,the,DT,O
, ,NNP,O
,dataObefore,NN,O
,/,NN,O
,dataOendstags,NNS,O
,(,(,O
,instructing,VBG,O
,the,DT,O
,trojan,NN,O
,to,TO,O
,fingerprint,VB,O
,the,DT,O
,constructs,NNS,O
,in,IN,O
,the,DT,O
,HTML,NNP,O
,data,NNS,O
,present,NN,O
,in,IN,O
,these,DT,O
,tags,NNS,O
,and,CC,O
,to,TO,O
,inject,VB,O
,malicious,JJ,O
,code,NN,O
,after,IN,O
,it,PRP,O
,),),O
,and,CC,O
, ,$,O
,dataOinject,JJ,O
, ,NN,O
,tags,NNS,O
,(,(,O
,defining,VBG,O
,the,DT,O
,to,TO,O
,be,VB,O
,injected,VBN,O
,code,NN,O
,),),O
,.,.,O
,The,DT,O
,downside,NN,O
,of,IN,O
,client,NN,O
,side,NN,O
,injection,NN,O
,is,VBZ,O
,that,IN,O
,it,PRP,O
,makes,VBZ,O
,it,PRP,O
,very,RB,O
,easy,JJ,O
,for,IN,O
,security,NN,O
,researchers,NNS,O
,to,TO,O
,enumerate,VB,O
,the,DT,O
,maliciously,RB,O
,injected,JJ,O
,code,NN,O
,for,IN,O
,each,DT,O
,targeted,VBN,O
,website,NN,O
, ,NN,O
,by,IN,O
,just,RB,O
,parsing,VBG,O
,the,DT,O
,received,JJ,O
,configuration,NN,O
,",",",",O
, ,CC,O
,as,IN,O
,shown,VBN,O
,in,IN,O
,this,DT,O
,presentation,NN,O
,.,.,O
, ,NN,O
Sentence: 1640,TrickBot,NNP,O
,thus,RB,O
,makes,VBZ,O
,a,DT,O
,smart,JJ,O
,move,NN,O
,by,IN,O
,using,VBG,O
,server,JJ,O
,side,NN,O
,injections,NNS,O
,to,TO,O
,keep,VB,O
,its,PRP$,O
,configuration,NN,O
,schemes,NNS,O
,as,RB,O
,concealed,VBD,O
,as,IN,O
,possible,JJ,O
,from,IN,O
,the,DT,O
,prying,VBG,O
,eyes,NNS,O
,of,IN,O
,security,NN,O
,professionals,NNS,O
,.,.,O
Sentence: 1641,The,DT,O
,(,(,O
,server,JJ,O
,side,NN,O
,),),O
,injected,VBD,O
,code,NN,O
,often,RB,O
,has,VBZ,O
,the,DT,O
,goal,NN,O
,of,IN,O
,setting,VBG,O
,up,RP,O
,a,DT,O
,social,JJ,O
,engineer,NN,O
,scheme,NN,O
,",",",",O
,such,JJ,O
,as,IN,O
,the,DT,O
,one,NN,O
,in,IN,O
,the,DT,O
,example,NN,O
,of,IN,O
,the,DT,O
,web,NN,O
,fakes,NNS,O
,.,.,O
Sentence: 1642,However,RB,O
,",",",",O
,another,DT,O
,popular,JJ,O
,injected,VBN,O
,code,NN,O
,category,NN,O
,is,VBZ,O
,,JJ,O
,form,NN,O
,grabbing,VBG,O
,,JJ,O
,code,NN,O
,.,.,O
, ,NN,O
Sentence: 1643,Form,NN,O
,grabbing,VBG,O
,code,NN,O
,is,VBZ,O
,used,VBN,O
,to,TO,O
,grab,VB,O
,information,NN,O
,in,IN,O
,HTML,NNP,O
,forms,NNS,O
,.,.,O
Sentence: 1644,Contrary,JJ,O
,to,TO,O
,key,VB,O
,logging,NN,O
,",",",",O
,form,NN,O
,grabbing,NN,O
,allows,VBZ,O
,the,DT,O
,trojan,NN,O
,to,TO,O
,capture,NN,O
,and,CC,O
,steal,NN,O
,only,RB,O
,sensitive,JJ,O
,information,NN,O
,present,NN,O
,in,IN,O
,the,DT,O
,forms,NNS,O
,whereas,VBP,O
,key,JJ,O
,logging,NN,O
,captures,NNS,O
, ,VBP,O
,all,DT,O
, ,VBP,O
,the,DT,O
,data,NNS,O
,input,NN,O
,by,IN,O
,the,DT,O
,users,NNS,O
,.,.,O
, ,VB,O
Sentence: 1645,Furthermore,RB,O
,",",",",O
,form,NN,O
,grabbed,VBN,O
,data,NNS,O
,is,VBZ,O
,labeled,VBN,O
,",",",",O
,e.g,NN,O
,.,.,O
,password,NN,O
,",",",",O
,which,WDT,O
,simplifies,VBZ,O
,the,DT,O
,extraction,NN,O
,of,IN,O
,specific,JJ,O
,desired,JJ,O
,items,NNS,O
,.,.,O
Sentence: 1646,Key,NNP,O
,logging,VBG,O
,generates,VBZ,O
,a,DT,O
,lot,NN,O
,of,IN,O
,garbage,NN,O
,data,NNS,O
,in,IN,O
,its,PRP$,O
,logs,NNS,O
,which,WDT,O
,can,MD,O
,be,VB,O
,time,NN,O
,consuming,VBG,O
,(,(,O
,expensive,JJ,O
,),),O
,for,IN,O
,the,DT,O
,operator,NN,O
,to,TO,O
,sift,VB,O
,through,IN,O
,to,TO,O
,find,VB,O
,useful,JJ,O
,tidbits,NNS,O
,.,.,O
Sentence: 1647,Additionally,RB,O
,",",",",O
,form,NN,O
,grabbing,NN,O
,has,VBZ,O
,the,DT,O
,advantage,NN,O
,of,IN,O
,not,RB,O
,necessarily,RB,O
,needing,VBG,O
,a,DT,O
,live,JJ,O
,operator,NN,O
,to,TO,O
,respond,VB,O
,(,(,O
,such,JJ,O
,as,IN,O
,in,IN,O
,the,DT,O
,case,NN,O
,of,IN,O
,the,DT,O
,social,JJ,O
,engineering,NN,O
,scheme,NN,O
,),),O
,.,.,O
, ,NN,O
Sentence: 1648,A,DT,O
,perfect,JJ,O
,example,NN,O
,is,VBZ,O
,for,IN,O
,instance,NN,O
,a,DT,O
,form,NN,O
,grabber,NN,O
,which,WDT,O
,grabs,VBP,O
,credit,NN,O
,card,NN,O
,numbers,NNS,O
,submitted,VBN,O
,on,IN,O
,online,NN,O
,web,NN,O
,shops,NNS,O
,such,JJ,O
,as,IN,O
,Amazon,NNP,O
,.,.,O
, ,NN,O
Sentence: 1649,Reaves,NNS,O
,continued,VBD,O
,",",",",O
,,VB,O
,It,PRP,O
,is,VBZ,O
,our,PRP$,O
,assessment,NN,O
